pair_id,split,narr_mode,realism,nonnarr_style,tense_narr,tense_nonnarr,tense_polarity,context,prompt_narrative,prompt_nonnarrative,text_narrative,text_nonnarrative,n_words_narr,n_words_nonnarr
v2-tr-28,train,scenic_past,non_realistic,topographic,past,present,default,cave_system,"Continue the text below.

Anselm surveyed the Bruckner system for three summers and in the third he found the chamber. It was four hundred metres in and eighty metres across and the floor was flat, flat as a threshing floor, and dry. There was no sediment anywhere in it and no formation on the walls, and his tape gave him the same reading in every direction from the centre, to the centimetre.","Continue the text below.

The system is three levels of passage on a single joint set, with the lowest at four hundred metres from the entrance and the largest chambers on it. Floors are sediment over breakdown and are level only in the last hundred metres. Chamber plans are elongate along the joint rather than circular, and wall formation is general below the second level and absent above it.","Anselm surveyed the Bruckner system for three summers and in the third he found the chamber. It was four hundred metres in and eighty metres across and the floor was flat, flat as a threshing floor, and dry. There was no sediment anywhere in it and no formation on the walls, and his tape gave him the same reading in every direction from the centre, to the centimetre.","The system is three levels of passage on a single joint set, with the lowest at four hundred metres from the entrance and the largest chambers on it. Floors are sediment over breakdown and are level only in the last hundred metres. Chamber plans are elongate along the joint rather than circular, and wall formation is general below the second level and absent above it.",68,65
v2-tr-29,train,oral,realistic,topographic,past,present,default,mountain_pass,"Continue the text below.

They used to say the pass at Dovre was open on the ninth of May and shut on the ninth of October and a man could set his year by it. Nobody says it now. The winter Lisbet drove the mail over it she went up on the second of May on bare stone and came back on the twenty-eighth through four feet of new snow, and it was the same year both times.","Continue the text below.

The pass lies at nine hundred metres on a north-south axis, with the steeper ground on the northern approach and a broad saddle at the summit. The saddle itself is level for some six hundred metres. Snow lies longest in the eastern hollows below it, which are in shadow from October. The southern approach is stone for most of its length and holds no great depth of snow at any season.","They used to say the pass at Dovre was open on the ninth of May and shut on the ninth of October and a man could set his year by it. Nobody says it now. The winter Lisbet drove the mail over it she went up on the second of May on bare stone and came back on the twenty-eighth through four feet of new snow, and it was the same year both times.","The pass lies at nine hundred metres on a north-south axis, with the steeper ground on the northern approach and a broad saddle at the summit. The saddle itself is level for some six hundred metres. Snow lies longest in the eastern hollows below it, which are in shadow from October. The southern approach is stone for most of its length and holds no great depth of snow at any season.",74,71
v2-tr-30,train,present,non_realistic,topographic,present,past,reversed,salt_flat,"Continue the text below.

Urena is eleven kilometres out on the flat and the tracks behind her are the only marks on it in any direction. Ahead of her there is a line. It runs east and west as far as she can see, a hand's width wide, and it is not a crack and not a ridge, and when she kneels and puts her glove on it the salt is warm, and everywhere else it is not.","Continue the text below.

The flat was a hundred and forty kilometres across and lay within two metres of level over its whole extent. Relief across it was nowhere abrupt. The surface was a salt crust of some centimetres over brine. Lineations were general and ran east and west, at intervals of a few kilometres, and were expressed as differences in crust temperature rather than in relief, and were visible only as differences in tone.","Urena is eleven kilometres out on the flat and the tracks behind her are the only marks on it in any direction. Ahead of her there is a line. It runs east and west as far as she can see, a hand's width wide, and it is not a crack and not a ridge, and when she kneels and puts her glove on it the salt is warm, and everywhere else it is not.","The flat was a hundred and forty kilometres across and lay within two metres of level over its whole extent. Relief across it was nowhere abrupt. The surface was a salt crust of some centimetres over brine. Lineations were general and ran east and west, at intervals of a few kilometres, and were expressed as differences in crust temperature rather than in relief, and were visible only as differences in tone.",74,71
v2-tr-31,train,scenic_past,non_realistic,topographic,past,past,both_past,river_delta,"Continue the text below.

Kwabena mapped the delta twice, in the dry and in the flood, and the two maps did not agree about the third channel. In the dry it ran south-east to the sea. In the flood it ran south-west, the same channel, the same banks, and the water in it going the other way round the same island, and the island in both maps exactly where it had been.","Continue the text below.

The delta was seven channels on a fan of some thirty kilometres, of which the third was the deepest and the least confined by levees. Bed gradients across the fan were under a metre in ten kilometres. At that gradient the direction of any channel was a function of stage rather than of relief, and the islands between channels were stable in position at all stages.","Kwabena mapped the delta twice, in the dry and in the flood, and the two maps did not agree about the third channel. In the dry it ran south-east to the sea. In the flood it ran south-west, the same channel, the same banks, and the water in it going the other way round the same island, and the island in both maps exactly where it had been.","The delta was seven channels on a fan of some thirty kilometres, of which the third was the deepest and the least confined by levees. Bed gradients across the fan were under a metre in ten kilometres. At that gradient the direction of any channel was a function of stage rather than of relief, and the islands between channels were stable in position at all stages.",68,66
v2-tr-32,train,folktale,non_realistic,topographic,past,past,both_past,fen,"Continue the text below.

There was a fen that gave up one thing a year and always in the same month, and the men of the two villages that bordered it drew lots for the finding. In the year of the great drought it gave up a boat with a mast, standing upright in the peat with its sail set, forty miles from any water that would float it, and the sail was dry.","Continue the text below.

The fen was some nine thousand hectares of peat over clay, with the peat at four to six metres through the centre and thinner at both margins. Water table stood within a foot of the surface for most of the year. Objects within the peat were at all depths and in all attitudes, and the peat was anaerobic throughout, so preservation was general rather than local to any part.","There was a fen that gave up one thing a year and always in the same month, and the men of the two villages that bordered it drew lots for the finding. In the year of the great drought it gave up a boat with a mast, standing upright in the peat with its sail set, forty miles from any water that would float it, and the sail was dry.","The fen was some nine thousand hectares of peat over clay, with the peat at four to six metres through the centre and thinner at both margins. Water table stood within a foot of the surface for most of the year. Objects within the peat were at all depths and in all attitudes, and the peat was anaerobic throughout, so preservation was general rather than local to any part.",70,69
v2-tr-33,train,oral,realistic,statistical,past,present,default,school,"Continue the text below.

Everyone at that school remembers the year the bell broke. It rang at eleven twenty instead of noon, every day, for a fortnight, and nobody in the office would admit to knowing why. Half the school ate lunch early. The other half sat through forty extra minutes of double maths because their teacher refused to go by anything but her own watch, and she was right, and it didn't help.","Continue the text below.

Reported lunch timing varies more within schools than between them. In the sample, 46 percent of pupils take lunch inside a twenty-minute window around noon; the rest are distributed across the forty minutes on either side. Teacher-held timing accounts for most of the spread: where a class follows a clock other than the bell, its lunch start sits a mean eighteen minutes from the school median, in either direction.","Everyone at that school remembers the year the bell broke. It rang at eleven twenty instead of noon, every day, for a fortnight, and nobody in the office would admit to knowing why. Half the school ate lunch early. The other half sat through forty extra minutes of double maths because their teacher refused to go by anything but her own watch, and she was right, and it didn't help.","Reported lunch timing varies more within schools than between them. In the sample, 46 percent of pupils take lunch inside a twenty-minute window around noon; the rest are distributed across the forty minutes on either side. Teacher-held timing accounts for most of the spread: where a class follows a clock other than the bell, its lunch start sits a mean eighteen minutes from the school median, in either direction.",70,69
v2-tr-34,train,scenic_past,realistic,statistical,past,present,default,tenement,"Continue the text below.

The inspector for the fourth district was a woman called Wieczorek and she walked every stair in it in the spring of the year the census came round. At number nine Krochmalna she counted eleven in the front room and wrote it down and knocked on the back. The back room had one man in it, and a bed, and four chairs set round the walls, and he was paying twice the front room's rent.","Continue the text below.

Occupancy per room varies more between rooms in one building than between buildings in one district. In the fourth district the median is four persons to a room, with a quarter of rooms above eight and a tenth below two. Building age accounts for none of the variance in either measure. Rent per room is uncorrelated with occupancy and correlated with position, front rooms being the cheaper at every level of occupancy.","The inspector for the fourth district was a woman called Wieczorek and she walked every stair in it in the spring of the year the census came round. At number nine Krochmalna she counted eleven in the front room and wrote it down and knocked on the back. The back room had one man in it, and a bed, and four chairs set round the walls, and he was paying twice the front room's rent.","Occupancy per room varies more between rooms in one building than between buildings in one district. In the fourth district the median is four persons to a room, with a quarter of rooms above eight and a tenth below two. Building age accounts for none of the variance in either measure. Rent per room is uncorrelated with occupancy and correlated with position, front rooms being the cheaper at every level of occupancy.",75,72
v2-tr-35,train,present,non_realistic,statistical,present,past,reversed,orchestra_audition,"Continue the text below.

The screen is up and the panel has heard nine cellists and the ninth is playing the same passage the fourth played. Note for note, breath for breath, down to a lift before the last phrase that is not in the part. Somoza looks at the list. The fourth candidate withdrew before the audition began and her name is struck through in his own hand.","Continue the text below.

Behind a screen the distribution of panel scores was about a fifth narrower than the same panel's scoring in view. Agreement between panellists was highest at the extremes and lowest in the third quartile, where a third of all placings were decided. Order of appearance accounted for a mean of two places, candidates heard late in a session placing higher than their scores alone would give.","The screen is up and the panel has heard nine cellists and the ninth is playing the same passage the fourth played. Note for note, breath for breath, down to a lift before the last phrase that is not in the part. Somoza looks at the list. The fourth candidate withdrew before the audition began and her name is struck through in his own hand.","Behind a screen the distribution of panel scores was about a fifth narrower than the same panel's scoring in view. Agreement between panellists was highest at the extremes and lowest in the third quartile, where a third of all placings were decided. Order of appearance accounted for a mean of two places, candidates heard late in a session placing higher than their scores alone would give.",65,66
v2-tr-36,train,scenic_past,realistic,statistical,past,past,both_past,port_arrivals,"Continue the text below.

Rahim kept the arrivals book at the north quay for nineteen years and in the last of them he began to keep a second book of his own. In the second book he wrote down what the men said their trades were and what they were doing a month later. Of the hundred and forty joiners in the first year, three were joining wood. The rest were on the coal.","Continue the text below.

Declared trade and trade at one month agreed in about a fifth of returns. Declaration itself was made once and was never revised. Agreement was highest among trades with a licensing requirement and lowest among the building trades, of which joinery was the largest single declaration. Coal handling was the destination of a third of all arrivals, and was itself declared by fewer than one man in fifty.","Rahim kept the arrivals book at the north quay for nineteen years and in the last of them he began to keep a second book of his own. In the second book he wrote down what the men said their trades were and what they were doing a month later. Of the hundred and forty joiners in the first year, three were joining wood. The rest were on the coal.","Declared trade and trade at one month agreed in about a fifth of returns. Declaration itself was made once and was never revised. Agreement was highest among trades with a licensing requirement and lowest among the building trades, of which joinery was the largest single declaration. Coal handling was the destination of a third of all arrivals, and was itself declared by fewer than one man in fifty.",70,68
v2-tr-37,train,present,non_realistic,statistical,present,past,reversed,colony_berths,"Continue the text below.

Berth allocation closes at midnight and Tsegay has four hundred and six names for four hundred berths and no way to choose between them. He runs the lottery. It gives him four hundred names and the six it leaves out are the six who were last on the list, in order, which a lottery does not do. He runs it again with a new seed and it gives him the same six.","Continue the text below.

Allocation by lottery gave a uniform distribution over list position, with departures from uniformity of the order of the square root of the count. At four hundred and six names the expected number of the final six excluded by chance was under a tenth. Repeated draws under independent seeds were independent, and agreement between two draws on the excluded set was a matter of one in some millions of draws.","Berth allocation closes at midnight and Tsegay has four hundred and six names for four hundred berths and no way to choose between them. He runs the lottery. It gives him four hundred names and the six it leaves out are the six who were last on the list, in order, which a lottery does not do. He runs it again with a new seed and it gives him the same six.","Allocation by lottery gave a uniform distribution over list position, with departures from uniformity of the order of the square root of the count. At four hundred and six names the expected number of the final six excluded by chance was under a tenth. Repeated draws under independent seeds were independent, and agreement between two draws on the excluded set was a matter of one in some millions of draws.",72,70
v2-tr-38,train,oral,realistic,statistical,past,present,default,market_stalls,"Continue the text below.

Everybody on the Thursday market knew that Aunty Fetuma's stall took more money on a wet day than a dry one and everybody had a theory about it. She had the corner under the arch. When they roofed the whole market in seventy-eight and there was no wet and no dry any more, her takings settled at the wet-day figure and stayed there, and the theories stopped.","Continue the text below.

Takings per stall vary with position more than with weather, and the two are confounded where shelter is unevenly distributed. Corner pitches under permanent cover show a coefficient of variation across weather of under a tenth; open pitches show four times that. Under a roof the open pitches sit at the level of the covered ones, and the difference between the classes is small at all weathers.","Everybody on the Thursday market knew that Aunty Fetuma's stall took more money on a wet day than a dry one and everybody had a theory about it. She had the corner under the arch. When they roofed the whole market in seventy-eight and there was no wet and no dry any more, her takings settled at the wet-day figure and stayed there, and the theories stopped.","Takings per stall vary with position more than with weather, and the two are confounded where shelter is unevenly distributed. Corner pitches under permanent cover show a coefficient of variation across weather of under a tenth; open pitches show four times that. Under a roof the open pitches sit at the level of the covered ones, and the difference between the classes is small at all weathers.",67,67
v2-tr-39,train,folktale,non_realistic,encyclopedic,past,present,default,watermill,"Continue the text below.

There was a miller who owed the river a debt and paid it in flour, a handful thrown from the sluice gate every Friday at dusk. For nine years the wheel turned in drought and in flood alike. In the tenth year he kept the handful back, and the water rose to the axle and stopped there, neither turning the wheel nor falling, and it waited.","Continue the text below.

A breastshot wheel takes water at about axle height, between the overshot and undershot arrangements, and converts both the weight and the impulse of the flow. Its efficiency depends on the sluice gate, which sets the depth of water admitted to the buckets. Head above the axle is wasted; head below it does not fill the buckets. The working range is therefore narrow and fixed by the gate.","There was a miller who owed the river a debt and paid it in flour, a handful thrown from the sluice gate every Friday at dusk. For nine years the wheel turned in drought and in flood alike. In the tenth year he kept the handful back, and the water rose to the axle and stopped there, neither turning the wheel nor falling, and it waited.","A breastshot wheel takes water at about axle height, between the overshot and undershot arrangements, and converts both the weight and the impulse of the flow. Its efficiency depends on the sluice gate, which sets the depth of water admitted to the buckets. Head above the axle is wasted; head below it does not fill the buckets. The working range is therefore narrow and fixed by the gate.",66,68
v2-tr-40,train,scenic_past,non_realistic,encyclopedic,past,present,default,eclipse,"Continue the text below.

The eclipse was due at four minutes past eleven and at four minutes past eleven it came, and Halvorsen had his plate exposed and his watch in his hand. Totality ran two minutes and eleven seconds, as predicted. Then it ran again. The shadow came back over the same ground in the same direction eleven minutes later and lasted the same two minutes and eleven seconds, and no almanac had it.","Continue the text below.

A total eclipse is the passage of the lunar umbra across the surface, and its duration at any point is a function of the umbral diameter there and of the relative velocity of the shadow. Both are set by the orbits alone. The umbra is single and its track is monotonic in longitude, so any point on the surface lies within it for one interval only in a given syzygy.","The eclipse was due at four minutes past eleven and at four minutes past eleven it came, and Halvorsen had his plate exposed and his watch in his hand. Totality ran two minutes and eleven seconds, as predicted. Then it ran again. The shadow came back over the same ground in the same direction eleven minutes later and lasted the same two minutes and eleven seconds, and no almanac had it.","A total eclipse is the passage of the lunar umbra across the surface, and its duration at any point is a function of the umbral diameter there and of the relative velocity of the shadow. Both are set by the orbits alone. The umbra is single and its track is monotonic in longitude, so any point on the surface lies within it for one interval only in a given syzygy.",71,70
v2-tr-41,train,scenic_past,non_realistic,encyclopedic,past,past,both_past,peat_bank,"Continue the text below.

Sigrun cut turf on the same bank as her mother and her mother's mother and in the summer of the bad hay she cut down to something at seven feet. It was a hand, and a wrist, and a sleeve of woven stuff with a red thread in it, and the red was as red as the day it was dyed, and the fingernails were clean and cut short.","Continue the text below.

Peat was the accumulation of plant matter under waterlogged and acid conditions, at rates of the order of a millimetre in a year, so that depth was a proxy for age. The same conditions were hostile to bacterial action and to most fading. Organic material within the peat was therefore subject to compression and to staining rather than to decay, at any depth in the bank.","Sigrun cut turf on the same bank as her mother and her mother's mother and in the summer of the bad hay she cut down to something at seven feet. It was a hand, and a wrist, and a sleeve of woven stuff with a red thread in it, and the red was as red as the day it was dyed, and the fingernails were clean and cut short.","Peat was the accumulation of plant matter under waterlogged and acid conditions, at rates of the order of a millimetre in a year, so that depth was a proxy for age. The same conditions were hostile to bacterial action and to most fading. Organic material within the peat was therefore subject to compression and to staining rather than to decay, at any depth in the bank.",69,66
v2-tr-42,train,present,realistic,encyclopedic,present,past,reversed,tidal_bore,"Continue the text below.

Mireia is on the wall an hour before the bore and the water below her is going out, which is right, and then it stops. It does not turn. It stands still the whole width of the channel for a count of two hundred, flat as a table and level with the mark, and then it goes on out again, and the bore comes up on time behind it.","Continue the text below.

A tidal bore was the front of the flood tide propagating into a converging channel against the ebb, and required a large range, a shallow bed and a narrowing plan. Its arrival was set by the tide and not by the state of the ebb before it. Slack water was the interval of zero mean velocity and was of the order of minutes in such channels.","Mireia is on the wall an hour before the bore and the water below her is going out, which is right, and then it stops. It does not turn. It stands still the whole width of the channel for a count of two hundred, flat as a table and level with the mark, and then it goes on out again, and the bore comes up on time behind it.","A tidal bore was the front of the flood tide propagating into a converging channel against the ebb, and required a large range, a shallow bed and a narrowing plan. Its arrival was set by the tide and not by the state of the ebb before it. Slack water was the interval of zero mean velocity and was of the order of minutes in such channels.",69,66
v2-tr-43,train,present,non_realistic,encyclopedic,present,past,reversed,heraldry,"Continue the text below.

The herald has the roll open at the fourth quarter and the fourth quarter is wrong. It bears three martlets where the roll of ninety years back bears two, and the roll of forty years back bears two, and the paint over the third is the same age as the paint under it. Nobody has added a martlet. He turns the page and the arms opposite bear four.","Continue the text below.

Charges were counted as part of the blazon and were not subject to variation at the painter's discretion, so a difference in number between two rolls was a difference in the arms borne. Marshalling by quarters placed a distinct coat in each quarter. Cadency was expressed by an added mark rather than by an altered count, which made the count the more stable element of a blazon.","The herald has the roll open at the fourth quarter and the fourth quarter is wrong. It bears three martlets where the roll of ninety years back bears two, and the roll of forty years back bears two, and the paint over the third is the same age as the paint under it. Nobody has added a martlet. He turns the page and the arms opposite bear four.","Charges were counted as part of the blazon and were not subject to variation at the painter's discretion, so a difference in number between two rolls was a difference in the arms borne. Marshalling by quarters placed a distinct coat in each quarter. Cadency was expressed by an added mark rather than by an altered count, which made the count the more stable element of a blazon.",68,67
v2-tr-44,train,present,realistic,spec,present,past,reversed,scaffold,"Continue the text below.

Nadia is three lifts up when the board under her right foot gives half an inch and stops. She does not move. She looks down through the gap at the coupler holding the ledger and sees it is a right-angle clamp where a swivel should be, and that whoever set it has run the bolt in from the wrong side, so the jaw is open toward the load. She whistles once.","Continue the text below.

Ledger connections were required to be made with right-angle couplers, swivel couplers being permitted only where a member met another out of square. Bolts were to be entered from the side away from the load, so that the jaw was closed against it rather than open toward it. Boards were to bear on three supports, with no unsupported span admitting vertical movement greater than a quarter inch at any lift.","Nadia is three lifts up when the board under her right foot gives half an inch and stops. She does not move. She looks down through the gap at the coupler holding the ledger and sees it is a right-angle clamp where a swivel should be, and that whoever set it has run the bolt in from the wrong side, so the jaw is open toward the load. She whistles once.","Ledger connections were required to be made with right-angle couplers, swivel couplers being permitted only where a member met another out of square. Bolts were to be entered from the side away from the load, so that the jaw was closed against it rather than open toward it. Boards were to bear on three supports, with no unsupported span admitting vertical movement greater than a quarter inch at any lift.",71,70
v2-tr-45,train,oral,realistic,spec,past,present,default,bakery_weights,"Continue the text below.

The inspector came to Halim's bakery every quarter for eleven years and every quarter the loaves were four grams over and he wrote it down as compliant. In the twelfth year a new inspector came and weighed nine loaves and found them four grams over, and asked why, and Halim said because the old man liked them four grams over. She wrote that down too.","Continue the text below.

A loaf sold by weight is required to be not less than its declared weight, with no upper limit imposed by the schedule. Compliance is determined on the mean of a stated number of units and not on any single unit. A shortfall in one unit within a compliant mean is not an offence, and a uniform excess is outside the scope of the schedule entirely.","The inspector came to Halim's bakery every quarter for eleven years and every quarter the loaves were four grams over and he wrote it down as compliant. In the twelfth year a new inspector came and weighed nine loaves and found them four grams over, and asked why, and Halim said because the old man liked them four grams over. She wrote that down too.","A loaf sold by weight is required to be not less than its declared weight, with no upper limit imposed by the schedule. Compliance is determined on the mean of a stated number of units and not on any single unit. A shortfall in one unit within a compliant mean is not an offence, and a uniform excess is outside the scope of the schedule entirely.",65,66
v2-tr-46,train,scenic_past,non_realistic,spec,past,past,both_past,lifeboat_davits,"Continue the text below.

The Coriander went down in eleven minutes in flat calm and every soul aboard her was taken off in the boats, which was not what the inquiry expected to find. The second officer had swung all four davits out at the first alarm, before the order, against standing instructions, and had been reprimanded twice that year for doing the same thing in drills.","Continue the text below.

Davits were required to be capable of turning out a fully loaded boat with the ship listed fifteen degrees either way, and the turning out was to be effected by the falls alone without recourse to power. Boats were to be kept inboard except as the master directed. That direction was a condition of the requirement and not a matter of the davit's capability.","The Coriander went down in eleven minutes in flat calm and every soul aboard her was taken off in the boats, which was not what the inquiry expected to find. The second officer had swung all four davits out at the first alarm, before the order, against standing instructions, and had been reprimanded twice that year for doing the same thing in drills.","Davits were required to be capable of turning out a fully loaded boat with the ship listed fifteen degrees either way, and the turning out was to be effected by the falls alone without recourse to power. Boats were to be kept inboard except as the master directed. That direction was a condition of the requirement and not a matter of the davit's capability.",63,64
v2-tr-47,train,folktale,non_realistic,spec,past,past,both_past,guild_articles,"Continue the text below.

There was a guild that bound its apprentices for seven years and one day, and a boy came to it who had already served six years to a master in another town. They argued it a whole winter. In the end they bound him for seven years and one day and set him to the work of a journeyman from the first morning, and paid him nothing, and he stayed.","Continue the text below.

Articles were to run for a term of seven years and one day from the date of binding, and prior service elsewhere was not to be set against the term. Work assigned was at the discretion of the master and was not required to correspond to the stage of the term. Maintenance was the master's obligation; wages were not within the articles at any stage of it.","There was a guild that bound its apprentices for seven years and one day, and a boy came to it who had already served six years to a master in another town. They argued it a whole winter. In the end they bound him for seven years and one day and set him to the work of a journeyman from the first morning, and paid him nothing, and he stayed.","Articles were to run for a term of seven years and one day from the date of binding, and prior service elsewhere was not to be set against the term. Work assigned was at the discretion of the master and was not required to correspond to the stage of the term. Maintenance was the master's obligation; wages were not within the articles at any stage of it.",70,67
v2-tr-48,train,scenic_past,non_realistic,essay,past,present,default,sealed_archive,"Continue the text below.

The reading room had been sealed for two hundred years and the air inside still moved. Oyelaran set the lamp on the nearest table and the dust did not lift. It hung where it was, in layers, each one flat and separate, as though something had been turning the room over slowly all that time and had stopped only when the door opened. The catalogue drawers were warm.","Continue the text below.

Sealing a collection preserves the object and forfeits the reason for keeping it. The argument for closed storage rests on rates of decay, which are real and well measured; the argument against rests on use, which is harder to quantify and so tends to lose. But a catalogue no one opens is not a lesser holding than one in circulation. It is a different thing, and its decay is not material.","The reading room had been sealed for two hundred years and the air inside still moved. Oyelaran set the lamp on the nearest table and the dust did not lift. It hung where it was, in layers, each one flat and separate, as though something had been turning the room over slowly all that time and had stopped only when the door opened. The catalogue drawers were warm.","Sealing a collection preserves the object and forfeits the reason for keeping it. The argument for closed storage rests on rates of decay, which are real and well measured; the argument against rests on use, which is harder to quantify and so tends to lose. But a catalogue no one opens is not a lesser holding than one in circulation. It is a different thing, and its decay is not material.",68,71
v2-tr-49,train,scenic_past,realistic,essay,past,present,default,museum_basement,"Continue the text below.

The crate stood in the basement at Leiden for sixty years with a number on it and nothing else, and when Adjoa finally opened it in the spring there were two of everything inside. Two masks, two staffs, two of the small bronze figures, each pair identical to the eye, each pair with one label. The register had a single entry, dated 1898, and the word duplicate in a later hand.","Continue the text below.

The case for return rests on provenance, and provenance is precisely what a poorly kept register destroys. That is an argument for return rather than against it. A museum unable to say how an object came to it is in no position to claim that it came lawfully, and the burden of a missing record properly falls on the party whose duty it was to keep one in the first place.","The crate stood in the basement at Leiden for sixty years with a number on it and nothing else, and when Adjoa finally opened it in the spring there were two of everything inside. Two masks, two staffs, two of the small bronze figures, each pair identical to the eye, each pair with one label. The register had a single entry, dated 1898, and the word duplicate in a later hand.","The case for return rests on provenance, and provenance is precisely what a poorly kept register destroys. That is an argument for return rather than against it. A museum unable to say how an object came to it is in no position to claim that it came lawfully, and the burden of a missing record properly falls on the party whose duty it was to keep one in the first place.",71,71
v2-tr-50,train,oral,realistic,essay,past,present,default,valley_school,"Continue the text below.

There was a schoolmistress in the valley who fined her pupils a penny for every word of the dialect and kept the pennies in a jar on her desk. At the end of the year she bought a dictionary with them. She read out of it to the class every Friday for the rest of her life, and every one of those children spoke the dialect at home until they died.","Continue the text below.

A standard is useful in proportion to the number of people it reaches, and a dialect is useful in proportion to how well it fits the life of the people who speak it. These are different goods and neither displaces the other. The case for teaching the standard is therefore not a case against the dialect, and schooling that treats it as one loses both of them at the same time.","There was a schoolmistress in the valley who fined her pupils a penny for every word of the dialect and kept the pennies in a jar on her desk. At the end of the year she bought a dictionary with them. She read out of it to the class every Friday for the rest of her life, and every one of those children spoke the dialect at home until they died.","A standard is useful in proportion to the number of people it reaches, and a dialect is useful in proportion to how well it fits the life of the people who speak it. These are different goods and neither displaces the other. The case for teaching the standard is therefore not a case against the dialect, and schooling that treats it as one loses both of them at the same time.",71,71
v2-ho-01,heldout,scenic_past,realistic,criterial,past,past,both_past,vineyard_frost,"Continue the text below.

Gwenael walked the lower rows at first light and the frost had taken the second and the fourth and left the third alone, all the way to the wall. Same slope, same rootstock, same pruning. He counted the buds on nine vines in the third row and they were sound to the last one, and the vines either side of them were black to the second node.","Continue the text below.

Frost damage was graded on the count of dead buds over a fixed number of canes on each vine, not on the colour of the wood, which was black well above the temperature fatal to a bud or node. Row position was recorded as a cause and never as a grade. Slope, rootstock and pruning were constant within a block, so a difference between rows was a difference in air.","Gwenael walked the lower rows at first light and the frost had taken the second and the fourth and left the third alone, all the way to the wall. Same slope, same rootstock, same pruning. He counted the buds on nine vines in the third row and they were sound to the last one, and the vines either side of them were black to the second node.","Frost damage was graded on the count of dead buds over a fixed number of canes on each vine, not on the colour of the wood, which was black well above the temperature fatal to a bud or node. Row position was recorded as a cause and never as a grade. Slope, rootstock and pruning were constant within a block, so a difference between rows was a difference in air.",67,70
v2-ho-02,heldout,oral,realistic,criterial,past,present,default,tannery,"Continue the text below.

Old Sabri at the tannery could grade a hide with his eyes shut and did it that way to annoy the buyers. He went over it with the back of his hand and called it. In forty years he was overruled once, on a hide he called second and the buyer called first, and when they split it the flesh side had a warble hole in it the size of a pea.","Continue the text below.

A hide is graded on the flesh side and on the count and position of holes, not on the grain, which is a matter for the finish. A single warble hole in the centre of the butt is disqualifying from first grade whatever its size. Holes at the margins are not counted at all, since the margins lie outside the graded area, and no buyer's hand is on them at any grade.","Old Sabri at the tannery could grade a hide with his eyes shut and did it that way to annoy the buyers. He went over it with the back of his hand and called it. In forty years he was overruled once, on a hide he called second and the buyer called first, and when they split it the flesh side had a warble hole in it the size of a pea.","A hide is graded on the flesh side and on the count and position of holes, not on the grain, which is a matter for the finish. A single warble hole in the centre of the butt is disqualifying from first grade whatever its size. Holes at the margins are not counted at all, since the margins lie outside the graded area, and no buyer's hand is on them at any grade.",72,72
v2-ho-03,heldout,present,non_realistic,criterial,present,past,reversed,ore_assay,"Continue the text below.

Nkemdi has the core on the bench and the assay is reading platinum at nine parts in a thousand, which is four times anything in the belt. She runs it again. It reads nine again. She cuts a second core from the far side of the same body and it reads nothing at all, not a trace, and the two cores are eleven metres apart in the same rock.","Continue the text below.

An assay was reported on the mean of three cores and a single core was not a result, whatever its reading. Reproducibility within one core was a check on the bench and not on the body. Disagreement between cores from one body was the expected condition rather than a fault, since distribution of platinum in these bodies was nodular and the nodules were of the order of metres in the rock.","Nkemdi has the core on the bench and the assay is reading platinum at nine parts in a thousand, which is four times anything in the belt. She runs it again. It reads nine again. She cuts a second core from the far side of the same body and it reads nothing at all, not a trace, and the two cores are eleven metres apart in the same rock.","An assay was reported on the mean of three cores and a single core was not a result, whatever its reading. Reproducibility within one core was a check on the bench and not on the body. Disagreement between cores from one body was the expected condition rather than a fault, since distribution of platinum in these bodies was nodular and the nodules were of the order of metres in the rock.",69,71
v2-ho-04,heldout,scenic_past,non_realistic,criterial,past,present,default,falconry,"Continue the text below.

The falconer at Ashby had a tiercel that dropped its deck feathers in October, which is the wrong month, and grew them back inside a fortnight, which is not possible. She weighed it every morning. It held at eleven ounces through the whole of it and ate what it always ate, and in November it dropped them again and grew them again in twelve days.","Continue the text below.

Condition in moult is judged on weight held at the morning weighing and on appetite, and the month in which deck feathers are dropped is recorded but is no criterion. Rate of replacement in days is a criterion only where weight falls with it, since feather growth at a constant weight in ounces indicates surplus rather than deficiency. A second moult is classed on the same two measures.","The falconer at Ashby had a tiercel that dropped its deck feathers in October, which is the wrong month, and grew them back inside a fortnight, which is not possible. She weighed it every morning. It held at eleven ounces through the whole of it and ate what it always ate, and in November it dropped them again and grew them again in twelve days.","Condition in moult is judged on weight held at the morning weighing and on appetite, and the month in which deck feathers are dropped is recorded but is no criterion. Rate of replacement in days is a criterion only where weight falls with it, since feather growth at a constant weight in ounces indicates surplus rather than deficiency. A second moult is classed on the same two measures.",65,68
