pair_id,src_id,batch,domain,split,narr_mode,genre,realism,nonnarr_style,tense_narr,tense_nonnarr,tense_polarity,context,arm,label,prompt,text,n_words
v2k-tr-0274,b07-34,7,animals_and_husbandry,train,episodic,science_fiction,non_realistic,encyclopedic,present,past,reversed,snail_garden_heliciculture,nonnarrative,0,"Continue the text below.

Shell quality in a farmed snail was limited by calcium and by nothing else that a keeper controlled. A snail garden was any enclosed bed of damp soil stocked at a density above the wild one, with a lime source at the surface and a cover against light. Its yield was set by that density and by the length of the active period. Beds without a lime source held stock of no market value.","Shell quality in a farmed snail was limited by calcium and by nothing else that a keeper controlled. A snail garden was any enclosed bed of damp soil stocked at a density above the wild one, with a lime source at the surface and a cover against light. Its yield was set by that density and by the length of the active period. Beds without a lime source held stock of no market value.",74
v2k-tr-0275,b07-35,7,animals_and_husbandry,train,chronicle,war,realistic,taxonomy,past,present,default,cochineal_nopal_scale,narrative,1,"Continue the text below.

In the third year of the blockade the cactus terraces above the town were the only trade left, and the guild kept the count. Nine hundredweight of dried scale went out by the mountain road that season, half what the terraces had given before the road was cut. Two of the seven terraces were lost to frost in the same winter. The guild recorded the loss against weather and not against the war.","In the third year of the blockade the cactus terraces above the town were the only trade left, and the guild kept the count. Nine hundredweight of dried scale went out by the mountain road that season, half what the terraces had given before the road was cut. Two of the seven terraces were lost to frost in the same winter. The guild recorded the loss against weather and not against the war.",73
v2k-tr-0275,b07-35,7,animals_and_husbandry,train,chronicle,war,realistic,taxonomy,past,present,default,cochineal_nopal_scale,nonnarrative,0,"Continue the text below.

Wild scale and cultivated scale are not two species but two conditions of one, and the line between them is a matter of husbandry rather than of form. The cultivated kind is larger, slower, and unable to hold to a pad in wind, and that inability is the practical mark of the difference. A third grade, the mixed gathering off unattended pads, belongs to neither and is classed by weight alone.","Wild scale and cultivated scale are not two species but two conditions of one, and the line between them is a matter of husbandry rather than of form. The cultivated kind is larger, slower, and unable to hold to a pad in wind, and that inability is the practical mark of the difference. A third grade, the mixed gathering off unattended pads, belongs to neither and is classed by weight alone.",71
v2k-tr-0276,b07-36,7,animals_and_husbandry,train,free_indirect,expedition,realistic,criticism,present,past,reversed,sled_dog_gangline,narrative,1,"Continue the text below.

Two hours out and the line is still wrong. Anyone at the depot will say a gangline is a gangline, and Rask has believed it herself for four seasons. But the swing pair are pulling across and not along, and the tugline on the near side is slack at every stride, and the whole team is working half again as hard as it needs to for the same ground on a level trail.","Two hours out and the line is still wrong. Anyone at the depot will say a gangline is a gangline, and Rask has believed it herself for four seasons. But the swing pair are pulling across and not along, and the tugline on the near side is slack at every stride, and the whole team is working half again as hard as it needs to for the same ground on a level trail.",73
v2k-tr-0276,b07-36,7,animals_and_husbandry,train,free_indirect,expedition,realistic,criticism,present,past,reversed,sled_dog_gangline,nonnarrative,0,"Continue the text below.

The best gangline work was the least visible, and that was the trouble with the whole literature of driving. Writers on the subject dwelt on the leaders, who did little of the pulling, and passed over the tugline lengths, which did most of it. The received account of harnessing was in fact a set of habits nobody had written down. The better practitioners were the ones least interested in the leaders.","The best gangline work was the least visible, and that was the trouble with the whole literature of driving. Writers on the subject dwelt on the leaders, who did little of the pulling, and passed over the tugline lengths, which did most of it. The received account of harnessing was in fact a set of habits nobody had written down. The better practitioners were the ones least interested in the leaders.",71
v2k-tr-0277,b07-37,7,animals_and_husbandry,train,oral,animal_fable,non_realistic,taxonomy,past,present,default,footrot_paring_race,narrative,1,"Continue the text below.

The old wether at the head of that flock had opinions about the race, and the young ones listened. Twice a year the whole flock went through it, and twice a year the old wether went last and came out sound. He told them the trick was to keep to the dry side of the trough and let the crowding sheep take the wet. Nobody believed him until the wet spring.","The old wether at the head of that flock had opinions about the race, and the young ones listened. Twice a year the whole flock went through it, and twice a year the old wether went last and came out sound. He told them the trick was to keep to the dry side of the trough and let the crowding sheep take the wet. Nobody believed him until the wet spring.",71
v2k-tr-0277,b07-37,7,animals_and_husbandry,train,oral,animal_fable,non_realistic,taxonomy,past,present,default,footrot_paring_race,nonnarrative,0,"Continue the text below.

Scald is not an early stage of footrot but a separate condition, and the two are told apart by where the damage sits. Scald is confined to the skin between the claws; footrot undermines the horn of the wall and the sole. Interdigital growths are a third thing again, neither infectious nor answerable to a foot bath, and they belong with the conformation faults rather than with either of the first two.","Scald is not an early stage of footrot but a separate condition, and the two are told apart by where the damage sits. Scald is confined to the skin between the claws; footrot undermines the horn of the wall and the sole. Interdigital growths are a third thing again, neither infectious nor answerable to a foot bath, and they belong with the conformation faults rather than with either of the first two.",72
v2k-tr-0278,b07-38,7,animals_and_husbandry,train,folktale,animal_fable,non_realistic,rules,past,present,default,orphan_lamb_fostering,narrative,1,"Continue the text below.

There was a ewe in the high fold who took every lamb that was offered her and never asked whose it was. The shepherds brought her four in one season, three of them in borrowed coats and one with no coat at all, and she took that one too. The other ewes in the fold would have none of it and said she brought the count into disrepute, and she went on taking them.","There was a ewe in the high fold who took every lamb that was offered her and never asked whose it was. The shepherds brought her four in one season, three of them in borrowed coats and one with no coat at all, and she took that one too. The other ewes in the fold would have none of it and said she brought the count into disrepute, and she went on taking them.",74
v2k-tr-0278,b07-38,7,animals_and_husbandry,train,folktale,animal_fable,non_realistic,rules,past,present,default,orphan_lamb_fostering,nonnarrative,0,"Continue the text below.

A lamb on two ewes is not a legal position and cannot stand at the count, whatever the state of either ewe. A ewe with one lamb of her own is open to a foster; a ewe with two is closed. Marking is not a claim and cannot be answered by a counter-mark. Where a coat is used, the coat holds no standing of its own and the fold book governs.","A lamb on two ewes is not a legal position and cannot stand at the count, whatever the state of either ewe. A ewe with one lamb of her own is open to a foster; a ewe with two is closed. Marking is not a claim and cannot be answered by a counter-mark. Where a coat is used, the coat holds no standing of its own and the fold book governs.",71
v2k-tr-0279,b07-39,7,animals_and_husbandry,train,reported,space,non_realistic,glossary,present,present,both_present,cashmere_goat_combing,narrative,1,"Continue the text below.

A herd of forty goats aboard the ring station is combed out of sequence this cycle after the fibre store reports a shortfall. The animals are taken in groups of eight to the low-spin deck, where the loose undercoat lifts more readily. Two of the older does yield nothing and are returned uncombed. The station log records the whole gathering at eleven kilos against a standing figure of nineteen.","A herd of forty goats aboard the ring station is combed out of sequence this cycle after the fibre store reports a shortfall. The animals are taken in groups of eight to the low-spin deck, where the loose undercoat lifts more readily. Two of the older does yield nothing and are returned uncombed. The station log records the whole gathering at eleven kilos against a standing figure of nineteen.",69
v2k-tr-0279,b07-39,7,animals_and_husbandry,train,reported,space,non_realistic,glossary,present,present,both_present,cashmere_goat_combing,nonnarrative,0,"Continue the text below.

Undercoat: the fine layer beneath the guard hair, and the only part of the fleece of any value. Guard hair: the coarse outer layer, which is a contaminant in the sorted product. Yield: the mass of undercoat off one animal in one gathering, stated dry. Shortfall: any gathering below the standing figure for the herd, whatever its cause. Cycle: the interval at which a herd is combed, set by the moult.","Undercoat: the fine layer beneath the guard hair, and the only part of the fleece of any value. Guard hair: the coarse outer layer, which is a contaminant in the sorted product. Yield: the mass of undercoat off one animal in one gathering, stated dry. Shortfall: any gathering below the standing figure for the herd, whatever its cause. Cycle: the interval at which a herd is combed, set by the moult.",71
v2k-tr-0280,b07-40,7,animals_and_husbandry,train,mythic,ghost,non_realistic,conceptual,past,past,both_past,guard_geese_yard,narrative,1,"Continue the text below.

Long before the walls of the inner yard were raised, geese kept the ground, and it was said that no thief had ever crossed it unheard. The birds were counted as watchmen in the old reckoning and were fed from the same store. When the walls went up the geese were put outside them, and the yard within was quiet, and the quiet was held afterwards to have been the beginning of the trouble there.","Long before the walls of the inner yard were raised, geese kept the ground, and it was said that no thief had ever crossed it unheard. The birds were counted as watchmen in the old reckoning and were fed from the same store. When the walls went up the geese were put outside them, and the yard within was quiet, and the quiet was held afterwards to have been the beginning of the trouble there.",75
v2k-tr-0280,b07-40,7,animals_and_husbandry,train,mythic,ghost,non_realistic,conceptual,past,past,both_past,guard_geese_yard,nonnarrative,0,"Continue the text below.

Two accounts of a guard animal were available, and they parted over what was owed to it rather than over what it did. On the first view, a goose that gave the alarm held a place in the household and a claim on the store, and the claim did not depend on any alarm being given. On the second, it was a thing kept, and its keeping was a cost. Neither view was decided by the noise.","Two accounts of a guard animal were available, and they parted over what was owed to it rather than over what it did. On the first view, a goose that gave the alarm held a place in the household and a claim on the store, and the claim did not depend on any alarm being given. On the second, it was a thing kept, and its keeping was a cost. Neither view was decided by the noise.",77
v2k-tr-0281,b08-01,8,earth_and_weather,train,scenic,expedition,realistic,criterial,past,present,default,hoar_and_rime_deposit,narrative,1,"Continue the text below.

Before light the ridge hut was furred white on its windward side, and Anselm went round it with a lamp to see which kind had come. Hoar crystals stood off the guy wires in feathers, dry and separate, and he brushed one wire clean with a glove. On the lee corner the coating was milky and welded to the boards, and it would not brush. He wrote both down and marked the wind side wrong.","Before light the ridge hut was furred white on its windward side, and Anselm went round it with a lamp to see which kind had come. Hoar crystals stood off the guy wires in feathers, dry and separate, and he brushed one wire clean with a glove. On the lee corner the coating was milky and welded to the boards, and it would not brush. He wrote both down and marked the wind side wrong.",75
v2k-tr-0281,b08-01,8,earth_and_weather,train,scenic,expedition,realistic,criterial,past,present,default,hoar_and_rime_deposit,nonnarrative,0,"Continue the text below.

Neither density nor thickness settles the class of a frost deposit: crystal habit and the side of the wire on which it sits are the whole of it. Feathered hoar, dry and brushable, counts as one class whatever its depth. Milky rime hard against the boards is a second, and windward position is disqualifying for hoar however fine the crystals. Wind speed along the ridge bears on the cause and never on the class.","Neither density nor thickness settles the class of a frost deposit: crystal habit and the side of the wire on which it sits are the whole of it. Feathered hoar, dry and brushable, counts as one class whatever its depth. Milky rime hard against the boards is a second, and windward position is disqualifying for hoar however fine the crystals. Wind speed along the ridge bears on the cause and never on the class.",74
v2k-tr-0282,b08-02,8,earth_and_weather,train,reported,institutional,realistic,technical,past,present,default,hailstone_layer_count,narrative,1,"Continue the text below.

A hailfall on the eastern grazings on the second of June left stones large enough for the district officer to collect a dozen from a single roof gutter. The officer split four of them on a bench with a warmed knife and photographed the cut faces. Each showed alternating bands, clear and opaque, and the largest carried eleven. The find was entered in the parish record and the stones were kept in a chest of ice.","A hailfall on the eastern grazings on the second of June left stones large enough for the district officer to collect a dozen from a single roof gutter. The officer split four of them on a bench with a warmed knife and photographed the cut faces. Each showed alternating bands, clear and opaque, and the largest carried eleven. The find was entered in the parish record and the stones were kept in a chest of ice.",76
v2k-tr-0282,b08-02,8,earth_and_weather,train,reported,institutional,realistic,technical,past,present,default,hailstone_layer_count,nonnarrative,0,"Continue the text below.

Bands in a hailstone alternate clear and opaque, and the count of them is a function of the depth of the cloud and of the strength of its updraught. The opaque layers are the porous ones; the clear are dense and heavier for their thickness. Diameter is independent of band count, since a stone of eleven thin bands and one of four thick bands are of a size. Bands are legible only on a cut face.","Bands in a hailstone alternate clear and opaque, and the count of them is a function of the depth of the cloud and of the strength of its updraught. The opaque layers are the porous ones; the clear are dense and heavier for their thickness. Diameter is independent of band count, since a stone of eleven thin bands and one of four thick bands are of a size. Bands are legible only on a cut face.",76
v2k-tr-0283,b08-03,8,earth_and_weather,train,free_indirect,expedition,realistic,taxonomy,present,past,reversed,cornice_fracture_line,narrative,1,"Continue the text below.

Halfway along the crest Ivrea stops, because the snow underfoot has gone hollow in a way that is not the wind's doing. There is a line out there, she thinks, a hair of shadow running parallel to the drop, and it was not there in the morning. She backs off two paces and looks along the surface. The line is there. It is a fracture, and it is behind her heels.","Halfway along the crest Ivrea stops, because the snow underfoot has gone hollow in a way that is not the wind's doing. There is a line out there, she thinks, a hair of shadow running parallel to the drop, and it was not there in the morning. She backs off two paces and looks along the surface. The line is there. It is a fracture, and it is behind her heels.",71
v2k-tr-0283,b08-03,8,earth_and_weather,train,free_indirect,expedition,realistic,taxonomy,present,past,reversed,cornice_fracture_line,nonnarrative,0,"Continue the text below.

Two fractures in a cornice were distinguished by the position of the surface of separation and not by its depth. A crown fracture lay back on the crest, well behind the lip, with the whole slab inboard of it. A lip fracture sat at the overhang alone. Settlement cracking was neither: a hollow sound underfoot with no line of shadow, and no discontinuity anywhere in the depth of the slab.","Two fractures in a cornice were distinguished by the position of the surface of separation and not by its depth. A crown fracture lay back on the crest, well behind the lip, with the whole slab inboard of it. A lip fracture sat at the overhang alone. Settlement cracking was neither: a hollow sound underfoot with no line of shadow, and no discontinuity anywhere in the depth of the slab.",70
v2k-tr-0284,b08-04,8,earth_and_weather,train,chronicle,historical,realistic,spec,past,present,default,avalanche_runout_zone,narrative,1,"Continue the text below.

In the fourth winter of the new road the slope above the seventh milestone discharged twice. The first release stopped short of the culvert. The second overran it by ninety paces and buried the pole line to the crossheads, and the road master ordered the markers reset in the spring. Two carters wintering at the hut below were not found until the thaw. The survey of the following year moved the line uphill by a furlong.","In the fourth winter of the new road the slope above the seventh milestone discharged twice. The first release stopped short of the culvert. The second overran it by ninety paces and buried the pole line to the crossheads, and the road master ordered the markers reset in the spring. Two carters wintering at the hut below were not found until the thaw. The survey of the following year moved the line uphill by a furlong.",76
v2k-tr-0284,b08-04,8,earth_and_weather,train,chronicle,historical,realistic,spec,past,present,default,avalanche_runout_zone,nonnarrative,0,"Continue the text below.

Markers on a runout are required to stand at the far limit of the longest release on record and not at the mean of several. A pole line is permitted inside that limit only where the poles are frangible at the base. Shelter is to be sited outside the limit altogether, on ground beyond every recorded reach, and a road within the zone is to carry a warning board at each of its ends.","Markers on a runout are required to stand at the far limit of the longest release on record and not at the mean of several. A pole line is permitted inside that limit only where the poles are frangible at the base. Shelter is to be sited outside the limit altogether, on ground beyond every recorded reach, and a road within the zone is to carry a warning board at each of its ends.",74
v2k-tr-0285,b08-05,8,earth_and_weather,train,chronicle,expedition,realistic,topographic,past,present,default,crevasse_field_bridging,narrative,1,"Continue the text below.

In the second season of the northern survey the party crossed the lower field on the eleventh of March. Four bridges held. The fifth gave under the second man of the rope, who went in to the chest and was drawn out on a shortened line, and the sledge was abandoned where it stood. The party lay that night on the dirty ice below the belt. On the twelfth the crossing was made by the outer margin.","In the second season of the northern survey the party crossed the lower field on the eleventh of March. Four bridges held. The fifth gave under the second man of the rope, who went in to the chest and was drawn out on a shortened line, and the sledge was abandoned where it stood. The party lay that night on the dirty ice below the belt. On the twelfth the crossing was made by the outer margin.",77
v2k-tr-0285,b08-05,8,earth_and_weather,train,chronicle,expedition,realistic,topographic,past,present,default,crevasse_field_bridging,nonnarrative,0,"Continue the text below.

The field lies in three belts between the icefall and the flat. The upper belt is the narrowest, its crevasses transverse and close-spaced, and the bridges there are thin. The middle belt is wider, and its openings sit oblique to the line of travel. Below that, the ice is dirty and nearly whole, with a single marginal gap along the rock wall. The safest ground of the three is the outer edge of the lowest belt.","The field lies in three belts between the icefall and the flat. The upper belt is the narrowest, its crevasses transverse and close-spaced, and the bridges there are thin. The middle belt is wider, and its openings sit oblique to the line of travel. Below that, the ice is dirty and nearly whole, with a single marginal gap along the rock wall. The safest ground of the three is the outer edge of the lowest belt.",76
v2k-tr-0286,b08-06,8,earth_and_weather,train,mythic,myth,non_realistic,essay,past,past,both_past,serac_toppling_ice,narrative,1,"Continue the text below.

Before the valleys had names, the ice at the shoulder of the world stood in towers, and the towers were the teeth of a thing that slept under the mountain. In the first age one tooth leaned out above the col and hung there through nine winters. In the tenth it let go. The sleeper turned once in the dark of its bed and did not wake, and the col was shut for a generation.","Before the valleys had names, the ice at the shoulder of the world stood in towers, and the towers were the teeth of a thing that slept under the mountain. In the first age one tooth leaned out above the col and hung there through nine winters. In the tenth it let go. The sleeper turned once in the dark of its bed and did not wake, and the col was shut for a generation.",75
v2k-tr-0286,b08-06,8,earth_and_weather,train,mythic,myth,non_realistic,essay,past,past,both_past,serac_toppling_ice,nonnarrative,0,"Continue the text below.

An ice tower was best understood as a consequence of the bed beneath it and not of the cold above. Where the floor of a glacier stood in steps, the surface answered in blocks, and the blocks were only what the fracture pattern allowed. That the towers were the most conspicuous feature of the ice did not make them the governing one, though they did govern which lines of passage were open.","An ice tower was best understood as a consequence of the bed beneath it and not of the cold above. Where the floor of a glacier stood in steps, the surface answered in blocks, and the blocks were only what the fracture pattern allowed. That the towers were the most conspicuous feature of the ice did not make them the governing one, though they did govern which lines of passage were open.",72
v2k-tr-0287,b08-07,8,earth_and_weather,train,episodic,western,realistic,quantitative,past,present,default,scree_slope_repose_angle,narrative,1,"Continue the text below.

Three summers running, the horse-breaker Cobb took the short way over the shale above the dry creek, and three summers running the shale took a horse's footing out from under it. The first year the mare went down to her hocks and came out sound. The second year the slide carried thirty feet of the path away. The third year Cobb walked, leading, and the shale ran anyway, and he stood in it to the knee.","Three summers running, the horse-breaker Cobb took the short way over the shale above the dry creek, and three summers running the shale took a horse's footing out from under it. The first year the mare went down to her hocks and came out sound. The second year the slide carried thirty feet of the path away. The third year Cobb walked, leading, and the shale ran anyway, and he stood in it to the knee.",76
v2k-tr-0287,b08-07,8,earth_and_weather,train,episodic,western,realistic,quantitative,past,present,default,scree_slope_repose_angle,nonnarrative,0,"Continue the text below.

Thirty-four degrees is the usual ceiling for dry angular waste, and the figure is a property of the grains rather than of the slope. Coarse fragments hold a degree or two above fine ones. Height bears on nothing: a bank of ten feet and a bank of three hundred stand at one angle. Beyond the ceiling no stable configuration is available, and the relation between angle and grain size fails. Moisture alters the figure by less than a degree.","Thirty-four degrees is the usual ceiling for dry angular waste, and the figure is a property of the grains rather than of the slope. Coarse fragments hold a degree or two above fine ones. Height bears on nothing: a bank of ten feet and a bank of three hundred stand at one angle. Beyond the ceiling no stable configuration is available, and the relation between angle and grain size fails. Moisture alters the figure by less than a degree.",79
v2k-tr-0288,b08-08,8,earth_and_weather,train,folktale,folk_fantasy,non_realistic,glossary,past,past,both_past,granite_tor_corestone,narrative,1,"Continue the text below.

There was a shepherd who would not walk beneath the crowning block of the high tor, and the parish thought little of it until the winter the block came down. It fell in the night and split along an old joint, and the halves lay apart like a loaf. Under it, in the sand of the socket, the parish found a shepherd's crook of a pattern nobody had cut for two hundred years.","There was a shepherd who would not walk beneath the crowning block of the high tor, and the parish thought little of it until the winter the block came down. It fell in the night and split along an old joint, and the halves lay apart like a loaf. Under it, in the sand of the socket, the parish found a shepherd's crook of a pattern nobody had cut for two hundred years.",73
v2k-tr-0288,b08-08,8,earth_and_weather,train,folktale,folk_fantasy,non_realistic,glossary,past,past,both_past,granite_tor_corestone,nonnarrative,0,"Continue the text below.

Corestone: a rounded mass of sound rock standing where the jointed rock about it was weaker. Grus: the gritty waste of that jointed rock, in place and undisturbed. Tor: a group of corestones in position, one upon another. Clitter: the same material below the group, out of position and downslope. Basin: a hollow in the upper face of a corestone, without outlet. Socket: the seating of a block, defined by its bearing surface.","Corestone: a rounded mass of sound rock standing where the jointed rock about it was weaker. Grus: the gritty waste of that jointed rock, in place and undisturbed. Tor: a group of corestones in position, one upon another. Clitter: the same material below the group, out of position and downslope. Basin: a hollow in the upper face of a corestone, without outlet. Socket: the seating of a block, defined by its bearing surface.",73
v2k-tr-0289,b08-09,8,earth_and_weather,train,reported,mystery,realistic,criterial,past,present,default,karst_doline_collapse,narrative,1,"Continue the text below.

The pasture at Vellum Farm lost eleven yards of its western corner in the small hours of a Tuesday, and the hole that replaced it was forty feet deep, with clean walls and a sharp rim. A gate, two rolls of wire and a water trough went down with the turf. The farm dogs would not go within a chain of the edge. No sound had been heard at the house.","The pasture at Vellum Farm lost eleven yards of its western corner in the small hours of a Tuesday, and the hole that replaced it was forty feet deep, with clean walls and a sharp rim. A gate, two rolls of wire and a water trough went down with the turf. The farm dogs would not go within a chain of the edge. No sound had been heard at the house.",71
v2k-tr-0289,b08-09,8,earth_and_weather,train,reported,mystery,realistic,criterial,past,present,default,karst_doline_collapse,nonnarrative,0,"Continue the text below.

A hollow of this kind is classed by the state of its walls and not by its contents. Clean walls and a sharp rim put it in the collapse class whatever the depth. Sides of sloping turf make it a subsidence hollow however deep. Loss of a gate or a trough bears on the value of the pasture and never on the class, and quiet at the farm is no criterion at all.","A hollow of this kind is classed by the state of its walls and not by its contents. Clean walls and a sharp rim put it in the collapse class whatever the depth. Sides of sloping turf make it a subsidence hollow however deep. Loss of a gate or a trough bears on the value of the pasture and never on the class, and quiet at the farm is no criterion at all.",73
v2k-tr-0290,b08-10,8,earth_and_weather,train,scenic,magical_realism,non_realistic,encyclopedic,present,past,reversed,tufa_curtain_deposit,narrative,1,"Continue the text below.

Under the lip of the terrace the water comes over in a sheet and turns the moss to stone, and the woman who keeps the orchard hangs things in it. A ladle. A child's shoe. A pair of spectacles on a wire. After a season each comes out white and heavier and not quite the shape it went in as. She hangs the spectacles back up, because they are not finished.","Under the lip of the terrace the water comes over in a sheet and turns the moss to stone, and the woman who keeps the orchard hangs things in it. A ladle. A child's shoe. A pair of spectacles on a wire. After a season each comes out white and heavier and not quite the shape it went in as. She hangs the spectacles back up, because they are not finished.",71
v2k-tr-0290,b08-10,8,earth_and_weather,train,scenic,magical_realism,non_realistic,encyclopedic,present,past,reversed,tufa_curtain_deposit,nonnarrative,0,"Continue the text below.

Tufa was a porous freshwater limestone deposited where hard water stood in contact with air at a fall or a seep. Its texture was a cast of whatever it enveloped, so moss, leaves and cloth were all legible in the finished rock. Rate of accumulation depended on temperature and on the loss of carbon dioxide from the film. Its strength was therefore low, and its bulk high for the weight of stone in it.","Tufa was a porous freshwater limestone deposited where hard water stood in contact with air at a fall or a seep. Its texture was a cast of whatever it enveloped, so moss, leaves and cloth were all legible in the finished rock. Rate of accumulation depended on temperature and on the loss of carbon dioxide from the film. Its strength was therefore low, and its bulk high for the weight of stone in it.",74
v2k-tr-0291,b08-11,8,earth_and_weather,train,oral,premodern,realistic,legal_def,present,present,both_present,hillside_spring_line,narrative,1,"Continue the text below.

Nobody in the upper township digs a well, and the reason is the band of clay. The water walks sideways along the top of it and comes out in a row of seeps under the beech line, and every house in the row is set on a seep. Old Marrec keeps the middle one clear with a paddle twice a year, and says the others have gone slovenly about theirs.","Nobody in the upper township digs a well, and the reason is the band of clay. The water walks sideways along the top of it and comes out in a row of seeps under the beech line, and every house in the row is set on a seep. Old Marrec keeps the middle one clear with a paddle twice a year, and says the others have gone slovenly about theirs.",70
v2k-tr-0291,b08-11,8,earth_and_weather,train,oral,premodern,realistic,legal_def,present,present,both_present,hillside_spring_line,nonnarrative,0,"Continue the text below.

Under this part a spring line means the horizontal band at which water is held up by an impermeable stratum, and not any single issue of water within it. Where a dwelling stands on such a band, the right of access to the issue nearest it is appurtenant to the dwelling. Nothing in this section affects a well sunk below the stratum, which is outside the definition altogether.","Under this part a spring line means the horizontal band at which water is held up by an impermeable stratum, and not any single issue of water within it. Where a dwelling stands on such a band, the right of access to the issue nearest it is appurtenant to the dwelling. Nothing in this section affects a well sunk below the stratum, which is outside the definition altogether.",68
v2k-tr-0292,b08-12,8,earth_and_weather,train,episodic,realist_work,realistic,statistical,past,present,default,artesian_head_pressure,narrative,1,"Continue the text below.

Over the four years she held the gauge round, Ferran read the standpipe at the mill four times a winter. The first winter it stood a hand above the collar. The second it stood two. The third year it topped the collar and ran out over the yard, and the miller cut a channel for it. The fourth winter she found the pipe dry and the collar rusted, and recorded nothing.","Over the four years she held the gauge round, Ferran read the standpipe at the mill four times a winter. The first winter it stood a hand above the collar. The second it stood two. The third year it topped the collar and ran out over the yard, and the miller cut a channel for it. The fourth winter she found the pipe dry and the collar rusted, and recorded nothing.",71
v2k-tr-0292,b08-12,8,earth_and_weather,train,episodic,realist_work,realistic,statistical,past,present,default,artesian_head_pressure,nonnarrative,0,"Continue the text below.

Head varies more between valleys than within them, and the spread inside one valley is mostly a matter of elevation. The median standing level in the surveyed bores is a little under two feet above the collar. A quarter of bores stand in overflow at the winter maximum and none in late summer. Figures reported by millers make up most of the older record and run systematically higher than the instrumented ones.","Head varies more between valleys than within them, and the spread inside one valley is mostly a matter of elevation. The median standing level in the surveyed bores is a little under two feet above the collar. A quarter of bores stand in overflow at the winter maximum and none in late summer. Figures reported by millers make up most of the older record and run systematically higher than the instrumented ones.",72
v2k-tr-0293,b08-13,8,earth_and_weather,train,chronicle,alt_history,non_realistic,morphology,past,past,both_past,river_terrace_flight,narrative,1,"Continue the text below.

The commissioners of the Vale walked the three benches above the water in the ninth year of the Protectorate and set a boundary stone on each. The lowest stone was carried off by flood in the same decade. The middle stone stood until the roads came. The highest was found in the last survey, upside down in a hedge bank, with the Protectorate arms still legible on the buried face.","The commissioners of the Vale walked the three benches above the water in the ninth year of the Protectorate and set a boundary stone on each. The lowest stone was carried off by flood in the same decade. The middle stone stood until the roads came. The highest was found in the last survey, upside down in a hedge bank, with the Protectorate arms still legible on the buried face.",70
v2k-tr-0293,b08-13,8,earth_and_weather,train,chronicle,alt_history,non_realistic,morphology,past,past,both_past,river_terrace_flight,nonnarrative,0,"Continue the text below.

A flight of terraces was a set of benches, each with a flat tread and a steeper riser below it. The tread was underlain by gravel of the old channel; the riser was cut in whatever the valley side was made of. Paired benches sat at one height on both banks. Unpaired ones were absent from one side entirely, and the lowest bench was commonly the widest of the flight.","A flight of terraces was a set of benches, each with a flat tread and a steeper riser below it. The tread was underlain by gravel of the old channel; the riser was cut in whatever the valley side was made of. Paired benches sat at one height on both banks. Unpaired ones were absent from one side entirely, and the lowest bench was commonly the widest of the flight.",70
v2k-tr-0294,b08-14,8,earth_and_weather,train,free_indirect,realist_domestic,realistic,rules,present,past,reversed,meander_cutoff_oxbow,narrative,1,"Continue the text below.

The deeds say the boundary is the river, and Halla is standing in what the deeds call the river, on dry grass, holding a rake. The water is over there now, a quarter mile off, behind the willows. Her neighbour's cattle are on this side of the old bend and therefore, by the deeds, on her land. Or she is on his. She cannot make the sentence come out the same way twice.","The deeds say the boundary is the river, and Halla is standing in what the deeds call the river, on dry grass, holding a rake. The water is over there now, a quarter mile off, behind the willows. Her neighbour's cattle are on this side of the old bend and therefore, by the deeds, on her land. Or she is on his. She cannot make the sentence come out the same way twice.",73
v2k-tr-0294,b08-14,8,earth_and_weather,train,free_indirect,realist_domestic,realistic,rules,present,past,reversed,meander_cutoff_oxbow,nonnarrative,0,"Continue the text below.

A boundary held to the old channel wherever that channel was traceable on the ground, and to the live water only where it was not. A bend severed by the river was no change of boundary and could not be pleaded as one. A boundary lying under standing water at every stage was void, and the bank line was taken in its place. Silt on the bank was not evidence of either.","A boundary held to the old channel wherever that channel was traceable on the ground, and to the live water only where it was not. A bend severed by the river was no change of boundary and could not be pleaded as one. A boundary lying under standing water at every stage was void, and the bank line was taken in its place. Silt on the bank was not evidence of either.",72
v2k-tr-0295,b08-15,8,earth_and_weather,train,folktale,animal_fable,non_realistic,catalogue,past,past,both_past,braided_channel_bar,narrative,1,"Continue the text below.

There was a heron who claimed every bar in the braided reach and could not hold them, for the water remade the bars each spring and his marks meant nothing to the new ones. One year the river left him a bar of grey shingle, wide as a barn floor and empty of fish. He stood on it all summer out of pride, and grew thin, and told the other birds it was the best of them.","There was a heron who claimed every bar in the braided reach and could not hold them, for the water remade the bars each spring and his marks meant nothing to the new ones. One year the river left him a bar of grey shingle, wide as a barn floor and empty of fish. He stood on it all summer out of pride, and grew thin, and told the other birds it was the best of them.",77
